cluster,block_height,output_index,derived_p2pkh_address,amount_btc,script_type,source
E,17099,0,1M3nB11G4cw3qqF2q8WddURiw17P6jbQgX,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17101,0,14RnK3qqFzPtLeGAHuCNHM31xDerNddVAL,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17103,0,1HTD7EDDnY1p35BAjpfWuabAny7vF4vpt9,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17106,0,1AWapdM5ufAuSbKET58tzUjVieX5hBtduh,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17107,0,1NJECMkJtNKbGsjYAGuyMrVheWJoWPSjGP,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17108,0,1BV1eLEgnzp4rfhAqwJTPEyTMMn31n2KNM,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17110,0,1E9i3RnPukbtGKgqvrAwGbhdhBq4Evwexn,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17112,0,1JLtUsbis4AntfJZJzrjUSTbnKVgy6MM4m,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17113,0,1CzeYjpXqXqRvASCVgor8YkKoBL4EY1JYK,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17114,0,16VwEXT66YWXGeVhpZ4KxMs34jji5t3REQ,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17115,0,1BL3x8pBzzwMTo2mFhVW56KT1X7YiDJyWG,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17117,0,1MTtTsp85vTpggFwYF23wNYNVgFecATZXM,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17118,0,18fgsTFTVcbNXtzQiDeFnvAvsWQsz1jEMa,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17120,0,1Pt2UukJVNLibphq47QTMsuqRmzVeSgtEg,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17121,0,1G2XozGuseR6TJfeCB4CFwsj7i6A3yYSGG,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17122,0,1KdG3VKrD43Egs1JBT7amNx7B5R2PofEqM,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
